#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GC	HP	9606.ENSP00000421725	9606.ENSP00000348170	0	0	0	0	0.255	0.238	0	0.848	0.906
GC	MB	9606.ENSP00000421725	9606.ENSP00000352835	0	0	0	0	0	0	0	0.421	0.421
GC	RBP4	9606.ENSP00000421725	9606.ENSP00000360522	0	0	0	0	0.284	0	0	0.664	0.749
GC	INS	9606.ENSP00000421725	9606.ENSP00000380432	0	0	0	0	0.062	0	0	0.459	0.471
GC	ORM2	9606.ENSP00000421725	9606.ENSP00000394936	0	0	0	0	0.323	0	0	0.611	0.726
GC	HBB	9606.ENSP00000421725	9606.ENSP00000494175	0	0	0	0	0	0.234	0	0.288	0.431
GC	LRP2	9606.ENSP00000421725	9606.ENSP00000496870	0	0	0	0	0.049	0.292	0.400	0.988	0.994
GH1	TG	9606.ENSP00000312673	9606.ENSP00000220616	0	0	0	0	0.439	0.053	0	0.223	0.551
GH1	INS	9606.ENSP00000312673	9606.ENSP00000380432	0	0	0	0	0.042	0	0	0.813	0.813
GPT	HMOX1	9606.ENSP00000378408	9606.ENSP00000216117	0	0	0	0	0	0	0	0.674	0.674
GPT	TG	9606.ENSP00000378408	9606.ENSP00000220616	0	0	0	0	0	0.062	0	0.731	0.737
GPT	ORM1	9606.ENSP00000378408	9606.ENSP00000259396	0	0	0	0	0.128	0	0	0.365	0.422
GPT	TPO	9606.ENSP00000378408	9606.ENSP00000329869	0	0	0	0	0.044	0	0	0.419	0.420
GPT	GPT2	9606.ENSP00000378408	9606.ENSP00000345282	0	0	0.053	0.974	0.055	0.204	0.900	0.063	0.921
GPT	HP	9606.ENSP00000378408	9606.ENSP00000348170	0	0	0	0	0.042	0	0	0.918	0.918
GPT	MB	9606.ENSP00000378408	9606.ENSP00000352835	0	0	0	0	0.072	0	0	0.696	0.705
GPT	RBP4	9606.ENSP00000378408	9606.ENSP00000360522	0	0	0	0	0.105	0	0	0.374	0.415
GPT	XDH	9606.ENSP00000378408	9606.ENSP00000368727	0	0	0	0	0.064	0	0	0.537	0.548
GPT	GPX2	9606.ENSP00000378408	9606.ENSP00000374265	0.044	0	0	0	0	0	0	0.797	0.797
GPT	ORM2	9606.ENSP00000378408	9606.ENSP00000394936	0	0	0	0	0.128	0	0	0.370	0.427
GPT	INS	9606.ENSP00000378408	9606.ENSP00000380432	0	0	0	0	0	0	0	0.884	0.884
GPT2	HMOX1	9606.ENSP00000345282	9606.ENSP00000216117	0	0	0	0	0	0	0	0.482	0.482
GPT2	MB	9606.ENSP00000345282	9606.ENSP00000352835	0	0	0	0	0	0	0	0.473	0.473
GPT2	GPX2	9606.ENSP00000345282	9606.ENSP00000374265	0.044	0	0	0	0.042	0	0	0.650	0.652
GPT2	INS	9606.ENSP00000345282	9606.ENSP00000380432	0	0	0	0	0	0	0	0.726	0.726
GPT2	HP	9606.ENSP00000345282	9606.ENSP00000348170	0	0	0	0	0.045	0	0	0.776	0.777
GPX2	HMOX1	9606.ENSP00000374265	9606.ENSP00000216117	0	0	0	0	0	0.067	0	0.846	0.850
GPX2	ORM1	9606.ENSP00000374265	9606.ENSP00000259396	0	0	0	0	0.059	0	0	0.458	0.468
GPX2	NGB	9606.ENSP00000374265	9606.ENSP00000298352	0	0	0	0	0	0	0	0.488	0.488
GPX2	SERPINA7	9606.ENSP00000374265	9606.ENSP00000329374	0	0	0	0	0.098	0.063	0	0.408	0.456
GPX2	HP	9606.ENSP00000374265	9606.ENSP00000348170	0	0	0	0	0.070	0	0	0.506	0.521
GPX2	MB	9606.ENSP00000374265	9606.ENSP00000352835	0	0	0	0	0	0	0	0.587	0.587
GPX2	XDH	9606.ENSP00000374265	9606.ENSP00000368727	0	0	0	0	0.074	0	0	0.882	0.886
GPX2	POR	9606.ENSP00000374265	9606.ENSP00000419970	0	0	0	0	0.071	0	0	0.382	0.402
GPX2	ORM2	9606.ENSP00000374265	9606.ENSP00000394936	0	0	0	0	0.062	0	0	0.451	0.463
GPX2	INS	9606.ENSP00000374265	9606.ENSP00000380432	0	0	0	0	0.086	0	0	0.712	0.725
HBA1	HBA2	9606.ENSP00000322421	9606.ENSP00000251595	0	0	0.048	0.985	0.999	0.900	0.900	0.499	0.999
HBA1	ORM1	9606.ENSP00000322421	9606.ENSP00000259396	0	0	0	0	0.105	0	0	0.493	0.526
HBA1	HPX	9606.ENSP00000322421	9606.ENSP00000265983	0	0	0	0	0	0	0	0.503	0.503
HBA1	INS	9606.ENSP00000322421	9606.ENSP00000380432	0	0	0	0	0	0	0	0.716	0.716
HBA1	HP	9606.ENSP00000322421	9606.ENSP00000348170	0	0	0	0	0.063	0.942	0.720	0.730	0.995
HBA1	HBB	9606.ENSP00000322421	9606.ENSP00000494175	0	0	0.064	0.897	0.999	0.973	0.720	0.903	0.999
HBA2	NGB	9606.ENSP00000251595	9606.ENSP00000298352	0	0	0	0	0	0	0	0.408	0.408
HBA2	ORM2	9606.ENSP00000251595	9606.ENSP00000394936	0	0	0	0	0.072	0	0	0.390	0.409
HBA2	ORM1	9606.ENSP00000251595	9606.ENSP00000259396	0	0	0	0	0.084	0	0	0.537	0.557
HBA2	INS	9606.ENSP00000251595	9606.ENSP00000380432	0	0	0	0	0	0	0	0.701	0.701
HBA2	HPX	9606.ENSP00000251595	9606.ENSP00000265983	0	0	0	0	0	0	0.500	0.566	0.773
HBA2	HP	9606.ENSP00000251595	9606.ENSP00000348170	0	0	0	0	0.053	0.951	0.720	0.843	0.997
HBA2	HBB	9606.ENSP00000251595	9606.ENSP00000494175	0	0	0.064	0.897	0.686	0.998	0.900	0.900	0.999
HBB	ORM1	9606.ENSP00000494175	9606.ENSP00000259396	0	0	0	0	0.042	0.236	0	0.251	0.404
HBB	HPX	9606.ENSP00000494175	9606.ENSP00000265983	0	0	0	0	0	0.236	0.500	0.566	0.819
HBB	NGB	9606.ENSP00000494175	9606.ENSP00000298352	0	0	0	0	0.066	0	0	0.543	0.555
HBB	HP	9606.ENSP00000494175	9606.ENSP00000348170	0	0	0	0	0.060	0.956	0.720	0.627	0.995
HBB	MB	9606.ENSP00000494175	9606.ENSP00000352835	0	0	0	0	0.042	0	0	0.512	0.512
HBB	INS	9606.ENSP00000494175	9606.ENSP00000380432	0	0	0	0	0	0	0	0.521	0.521
HBB	RNASE1	9606.ENSP00000494175	9606.ENSP00000381057	0	0	0	0	0.090	0	0.400	0.132	0.484
HMOX1	NGB	9606.ENSP00000216117	9606.ENSP00000298352	0	0	0	0	0	0	0	0.416	0.416
HMOX1	HP	9606.ENSP00000216117	9606.ENSP00000348170	0	0	0	0	0.042	0	0	0.610	0.610
HMOX1	XDH	9606.ENSP00000216117	9606.ENSP00000368727	0	0	0	0	0	0	0	0.618	0.618
HMOX1	INS	9606.ENSP00000216117	9606.ENSP00000380432	0	0	0	0	0	0	0	0.640	0.640
HMOX1	MB	9606.ENSP00000216117	9606.ENSP00000352835	0	0	0	0	0	0	0	0.660	0.660
HMOX1	HPX	9606.ENSP00000216117	9606.ENSP00000265983	0	0	0	0	0	0	0	0.753	0.753
HMOX1	POR	9606.ENSP00000216117	9606.ENSP00000419970	0	0	0	0	0.097	0.797	0	0.826	0.965
HP	ORM1	9606.ENSP00000348170	9606.ENSP00000259396	0	0	0	0	0.384	0.240	0	0.947	0.973
HP	HPX	9606.ENSP00000348170	9606.ENSP00000265983	0	0	0	0	0.178	0.240	0	0.991	0.994
HP	NGB	9606.ENSP00000348170	9606.ENSP00000298352	0	0	0	0	0.046	0.339	0	0.299	0.520
HP	SERPINA7	9606.ENSP00000348170	9606.ENSP00000329374	0	0	0	0	0.166	0.045	0	0.324	0.415
HP	LRP2	9606.ENSP00000348170	9606.ENSP00000496870	0	0	0	0	0.048	0	0	0.528	0.531
HP	INS	9606.ENSP00000348170	9606.ENSP00000380432	0	0	0	0	0.042	0	0	0.554	0.555
HP	RBP4	9606.ENSP00000348170	9606.ENSP00000360522	0	0	0	0	0.187	0	0	0.686	0.734
HP	ORM2	9606.ENSP00000348170	9606.ENSP00000394936	0	0	0	0	0.358	0	0	0.929	0.952
HP	MB	9606.ENSP00000348170	9606.ENSP00000352835	0	0	0	0	0.046	0.106	0	0.970	0.972
HPX	ORM1	9606.ENSP00000265983	9606.ENSP00000259396	0	0	0	0	0.213	0.232	0	0.663	0.778
HPX	RBP4	9606.ENSP00000265983	9606.ENSP00000360522	0	0	0	0	0.148	0	0	0.433	0.496
HPX	MB	9606.ENSP00000265983	9606.ENSP00000352835	0	0	0	0	0.049	0	0	0.680	0.683
HPX	ORM2	9606.ENSP00000265983	9606.ENSP00000394936	0	0	0	0	0.237	0	0	0.770	0.817
INS	TG	9606.ENSP00000380432	9606.ENSP00000220616	0	0	0	0	0.056	0	0	0.603	0.610
INS	LALBA	9606.ENSP00000380432	9606.ENSP00000301046	0	0	0	0	0.043	0	0	0.727	0.727
INS	TPO	9606.ENSP00000380432	9606.ENSP00000329869	0	0	0	0	0.068	0	0	0.530	0.543
INS	MB	9606.ENSP00000380432	9606.ENSP00000352835	0	0	0	0	0	0	0	0.984	0.984
INS	RBP4	9606.ENSP00000380432	9606.ENSP00000360522	0	0	0	0	0.063	0	0	0.668	0.675
INS	XDH	9606.ENSP00000380432	9606.ENSP00000368727	0	0	0	0	0	0	0	0.580	0.580
INS	RNASE1	9606.ENSP00000380432	9606.ENSP00000381057	0	0	0	0	0	0	0	0.577	0.577
INS	LRP2	9606.ENSP00000380432	9606.ENSP00000496870	0	0	0	0	0	0	0	0.678	0.678
LALBA	XDH	9606.ENSP00000301046	9606.ENSP00000368727	0	0	0	0	0.043	0	0	0.451	0.452
LALBA	RNASE1	9606.ENSP00000301046	9606.ENSP00000381057	0	0	0	0	0.042	0	0	0.709	0.709
LALBA	MB	9606.ENSP00000301046	9606.ENSP00000352835	0	0	0	0	0	0	0	0.918	0.918
LRP2	TG	9606.ENSP00000496870	9606.ENSP00000220616	0	0	0	0	0	0	0.900	0.678	0.966
MB	TG	9606.ENSP00000352835	9606.ENSP00000220616	0	0	0	0	0.042	0	0	0.972	0.972
MB	NGB	9606.ENSP00000352835	9606.ENSP00000298352	0	0	0	0	0	0	0	0.964	0.964
MB	XDH	9606.ENSP00000352835	9606.ENSP00000368727	0	0	0	0	0	0	0	0.575	0.575
MB	RNASE1	9606.ENSP00000352835	9606.ENSP00000381057	0	0	0	0	0	0	0	0.930	0.930
MB	MT-CYB	9606.ENSP00000352835	9606.ENSP00000354554	0	0	0	0	0	0	0	0.968	0.968
MT-CYB	POR	9606.ENSP00000354554	9606.ENSP00000419970	0	0	0	0	0	0	0.130	0.411	0.466
NGB	XDH	9606.ENSP00000298352	9606.ENSP00000368727	0	0	0	0	0	0	0	0.435	0.435
ORM1	TG	9606.ENSP00000259396	9606.ENSP00000220616	0	0	0	0	0.067	0	0	0.591	0.602
ORM1	RBP4	9606.ENSP00000259396	9606.ENSP00000360522	0	0	0	0	0.190	0	0	0.447	0.533
ORM1	SERPINA7	9606.ENSP00000259396	9606.ENSP00000329374	0	0	0	0	0.375	0	0	0.314	0.553
ORM1	ORM2	9606.ENSP00000259396	9606.ENSP00000394936	0	0	0.049	0.983	0.999	0.781	0.400	0.596	0.999
ORM2	TG	9606.ENSP00000394936	9606.ENSP00000220616	0	0	0	0	0.067	0	0	0.606	0.617
ORM2	SERPINA7	9606.ENSP00000394936	9606.ENSP00000329374	0	0	0	0	0.384	0	0	0.322	0.564
ORM2	RBP4	9606.ENSP00000394936	9606.ENSP00000360522	0	0	0	0	0.191	0	0	0.599	0.661
RNASE1	TG	9606.ENSP00000381057	9606.ENSP00000220616	0	0	0	0	0.057	0	0	0.678	0.683
SERPINA7	TG	9606.ENSP00000329374	9606.ENSP00000220616	0	0	0	0	0	0	0	0.670	0.670
SERPINA7	TPO	9606.ENSP00000329374	9606.ENSP00000329869	0	0	0	0	0.057	0	0	0.402	0.412
TG	TPO	9606.ENSP00000220616	9606.ENSP00000329869	0	0	0	0	0.055	0.045	0	0.985	0.985
